### FIRST RUN ###
200000,72102893,96745,3,7,3,0,291,0.1721,0.1882,0.1973,0.1760,0.1806,0.1904,0.1821,0.1962,0.1920,0.3650,0.3732,0.1881,0.1850,0.1830,0.1816,0.2051,3.3559
[EVENT] Viable replicators have appeared!
400000,129035777,168332,9,7,1,2,298,0.1973,0.1270,0.2146,0.1232,0.1987,0.2078,0.2023,0.2119,0.2098,0.3665,0.3758,0.1260,0.2034,0.1224,0.1193,0.2655,3.2716
600000,177677690,220079,10,9,10,2,204,0.2126,0.1710,0.2260,0.1665,0.2112,0.0943,0.0911,0.2230,0.0931,0.3705,0.1532,0.0936,0.2152,0.1646,0.0879,0.3021,2.8759
800000,219398250,256483,13,13,6,4,125,0.2480,0.6602,0.7974,0.2433,0.7485,0.2471,0.4599,0.7851,0.2463,1.2786,0.7657,0.2453,0.7596,0.6361,0.2326,1.1178,9.4716
1000000,258156630,284128,5,13,11,11,671,0.2525,0.4516,0.5213,0.2462,0.4901,0.2508,0.3512,0.5106,0.1289,0.8226,0.5799,0.1299,0.4969,0.4358,0.2352,0.7553,6.6589
1200000,292082163,304061,12,13,8,2,91,0.2565,0.0890,0.0908,0.2495,0.0865,0.2530,0.0866,0.4244,0.1727,0.6772,0.5217,0.0882,0.4134,0.0866,0.2385,0.6434,4.3780
1400000,323598421,320325,21,13,21,19,949,0.2663,0.2637,0.2684,0.2588,0.4971,0.2630,0.4988,0.2642,0.2613,2.3030,1.8806,0.5076,1.4156,0.2559,0.9142,2.2457,12.3642
1600000,351656603,331794,19,30,18,20,558,0.5388,0.2684,0.5463,0.5213,0.7587,0.5313,0.7621,0.5347,0.5304,2.7339,2.3222,0.2647,1.6883,0.5172,1.1722,2.7176,16.4081
1800000,377856933,341712,32,32,26,39,1424,0.8009,0.5344,0.8142,0.7732,0.2618,0.7896,1.0085,0.7940,0.7868,3.0938,2.7039,0.5275,1.9173,0.7687,1.4025,3.1228,20.0997
2000000,402191773,349048,45,19,52,68,3776,0.5343,0.1388,0.5423,0.5152,0.2631,0.5278,0.6315,0.5284,0.5241,1.7399,1.5544,0.3974,1.0803,0.1334,0.8212,1.7779,11.7100
2200000,424772534,355253,37,19,28,41,1336,0.0926,0.1839,0.0933,0.4322,0.2634,0.0920,0.5093,0.0927,0.4397,0.1434,0.1477,0.0916,0.0898,0.0894,0.6329,0.1592,3.5532
2400000,446314510,359944,36,20,59,39,2706,0.1409,0.0717,0.0733,0.3901,0.2646,0.0720,0.0698,0.0713,0.0707,0.2180,0.2244,0.1392,0.1369,0.1357,0.5367,0.2420,2.8574
2600000,466706822,364231,34,29,37,30,663,0.1698,0.1147,0.1169,0.3658,0.2655,0.0572,0.0559,0.1139,0.0562,0.2605,0.2685,0.1670,0.1650,0.1633,0.4795,0.2915,3.1111
2800000,485682721,367873,36,29,26,58,1047,1.0777,0.2814,0.8341,0.2714,1.5162,0.5452,0.5322,0.8135,0.5417,1.6541,1.7049,1.0623,1.0472,0.2719,2.5111,1.8528,16.5178
3000000,503126058,370604,30,29,51,89,730,0.6849,0.2800,0.5639,0.2721,0.9015,0.4137,0.4030,0.5506,0.4122,1.0536,1.0856,0.6747,0.1348,0.2714,1.4021,1.1786,10.2829
3200000,518926372,372827,42,42,16,64,656,0.2862,0.2821,1.4258,0.8223,2.0904,0.2799,1.0883,0.2821,1.1120,2.5688,2.6468,0.2788,0.5472,0.2730,0.2656,2.8697,17.1192
3400000,534864334,375188,49,50,28,125,2636,0.2852,0.2815,1.6637,1.0687,0.2744,0.5534,0.2735,0.2834,0.2809,2.9191,3.0084,0.2791,0.8064,0.5386,0.2624,3.2601,16.0387
3600000,549810804,377133,36,66,32,88,1427,0.5754,0.5680,1.9764,1.3574,0.5515,0.2820,0.2754,0.2829,0.2809,3.4010,3.5054,0.5656,0.2771,0.8232,0.5321,3.7993,19.0539
3800000,563772700,378765,58,80,54,91,5447,0.8514,0.2845,2.2298,1.6100,0.2726,0.2827,0.5435,0.2827,0.2821,3.7830,3.8992,0.8380,0.5519,0.2759,0.2676,4.2217,20.4766
