### FIRST RUN ###
200000,38329210,50288,0,2,0,0,0,0.0952,0.1142,0.1185,0.1022,0.1043,0.1185,0.1148,0.1231,0.1163,0.3024,0.3073,0.1151,0.1137,0.1132,0.1198,0.0900,2.1685
400000,69413159,93214,0,2,0,1,0,0.0727,0.0782,0.0819,0.0753,0.1213,0.0809,0.1288,0.1383,0.0793,0.3102,0.3162,0.0791,0.1302,0.1285,0.0788,0.1352,2.0350
600000,97447325,130000,1,3,0,0,4,0.0571,0.0591,0.1123,0.0573,0.0567,0.0610,0.0574,0.0625,0.0594,0.3134,0.1221,0.1094,0.0589,0.1394,0.1063,0.0806,1.5130
[EVENT] Viable replicators have appeared!
800000,123046056,161275,2,4,1,1,6,0.0881,0.0911,0.0510,0.0478,0.0880,0.0929,0.0891,0.0501,0.0921,0.0921,0.1817,0.1277,0.0483,0.0484,0.1227,0.0699,1.3812
1000000,147020685,188783,1,11,0,0,0,0.1774,0.1767,0.1861,0.3331,0.4691,0.1822,0.4758,0.1802,0.1788,0.6470,0.9567,0.6095,0.3400,0.1746,0.1722,0.2692,5.5287
1200000,169317291,212175,1,4,0,0,0,0.3569,0.3521,0.3728,0.1814,0.1821,0.1912,0.1840,0.3674,0.1890,0.3457,0.3554,0.1876,0.5106,0.3502,0.3414,0.2895,4.7572
1400000,190632190,232401,1,4,0,0,1,0.2716,0.2712,0.1037,0.0982,0.0968,0.1013,0.1870,0.1009,0.1927,0.1785,0.3566,0.0994,0.0984,0.0993,0.2612,0.2987,2.8156
1600000,210465333,249338,3,4,0,0,0,0.2463,0.0661,0.1375,0.1301,0.0645,0.0666,0.0658,0.1348,0.0661,0.2365,0.3584,0.0662,0.0651,0.1311,0.2365,0.1075,2.1792
1800000,228793865,263894,5,6,0,4,7,0.9255,0.3959,0.2073,0.5807,0.3884,0.4023,0.3900,0.6045,0.3973,1.0597,1.4279,0.3956,0.3921,0.5850,0.1930,0.6495,8.9946
2000000,246656225,276520,4,6,0,3,27,0.2056,0.2056,0.2140,0.2008,0.2008,0.2075,0.2011,0.8062,0.5967,1.4111,0.3782,0.2025,0.5870,0.2000,0.3836,0.3435,6.3442
2200000,263756819,287951,10,5,7,5,340,0.2074,0.4099,0.4249,0.3986,0.2033,0.2157,0.2057,0.9975,0.7898,1.7481,0.3846,0.4072,0.2082,0.4024,0.5725,0.6879,8.2638
2400000,279764517,297458,12,11,4,4,230,0.2095,0.3121,0.1088,0.1043,0.1054,0.2139,0.1033,0.6062,0.5008,1.0635,0.1982,0.1066,0.2093,0.3051,0.3874,0.1811,4.7156
2600000,294876999,305665,20,14,15,3,547,0.6408,0.8498,0.4438,0.4225,0.4265,0.6536,0.4203,1.4482,1.2295,2.5372,0.7951,0.4329,0.6383,0.8302,0.9899,0.3688,13.1274
2800000,310151442,313617,19,21,12,8,506,0.8205,0.2169,0.2230,0.6074,0.6130,0.8329,0.2138,1.5791,0.2169,2.7612,1.1421,0.2205,0.8146,0.9956,1.1316,0.7197,13.1088
3000000,324771627,320616,16,28,13,2,694,0.5233,0.2179,0.2243,0.1063,0.1064,0.5294,0.2140,0.9082,0.2186,1.5856,0.1961,0.2202,0.5179,0.6106,0.1017,0.5515,6.8319
3200000,338945231,326800,19,34,14,5,670,1.2390,0.6476,0.6636,0.4240,0.4228,1.2527,0.6300,1.9889,0.2237,3.4661,0.7842,0.6493,1.2273,1.4036,0.4087,1.4568,16.8884
3400000,352778415,332328,17,33,12,7,501,0.1111,0.1115,0.4477,0.1074,0.1085,0.7463,0.4257,0.1129,0.2238,1.9481,0.2005,0.1091,0.1104,0.8185,0.1025,0.9297,6.6139
3600000,365601268,336905,13,33,4,11,208,0.4505,0.4535,1.1361,0.4371,0.4383,1.7341,1.0797,0.2287,0.2260,4.3287,0.8204,0.4459,0.4474,1.8758,0.4235,2.2704,16.7962
